,cik
75342,833079.0
75344,36173.0
75345,353779.0
75348,821020.0
75353,715805.0
75356,820957.0
75358,829218.0
75359,832177.0
75361,718809.0
75368,835759.0
75369,23249.0
75374,838443.0
75375,817644.0
75380,722828.0
75382,842718.0
75383,840467.0
75388,728392.0
75390,1090012.0
75394,843028.0
75396,97079.0
75397,837912.0
75402,838224.0
75407,64674.0
75409,319650.0
75417,110740.0
75422,795662.0
75423,836442.0
75424,763392.0
75425,
75428,1761.0
75431,839480.0
75432,813920.0
75433,720480.0
75434,841692.0
75435,840216.0
75437,
75441,
75444,842635.0
75445,841939.0
75447,840883.0
75448,844643.0
75449,842633.0
75450,843082.0
75451,
75452,836435.0
75460,97134.0
75462,837339.0
75467,
75469,717014.0
75470,769520.0
75471,
75472,844162.0
75473,96864.0
75476,724986.0
75477,817161.0
75479,846657.0
75480,846378.0
75481,846659.0
75482,846660.0
75483,846729.0
75484,
75485,845815.0
75488,846976.0
75486,
75487,726744.0
75489,791519.0
75490,842915.0
75491,785186.0
75492,731268.0
75493,51207.0
75494,787809.0
75495,788588.0
75496,789096.0
75498,
75499,
75500,791014.0
75501,737823.0
75502,846007.0
75503,790071.0
75504,770701.0
75505,804731.0
75506,792986.0
75507,806516.0
75509,754673.0
75510,796343.0
75511,751989.0
75512,
75513,714375.0
75514,1018380.0
75515,
75517,799167.0
75518,799300.0
75519,
75520,
75521,726431.0
75522,750485.0
75523,791714.0
75524,71023.0
75526,799231.0
75527,805305.0
75528,805330.0
75529,802971.0
75530,
75531,864901.0
75532,
75533,64488.0
75534,790238.0
75536,
75539,810473.0
75540,97224.0
75541,807062.0
75542,
75543,809392.0
75544,
75545,812121.0
75546,853275.0
75547,
75548,720481.0
75549,812796.0
75550,820907.0
75551,815555.0
75553,816955.0
75554,818074.0
75555,814904.0
75556,811831.0
75558,1518587.0
75557,818968.0
75559,913102.0
75560,819977.0
75561,819517.0
75562,
75563,822076.0
75564,97245.0
75566,814853.0
75567,
75568,
75569,824578.0
75570,820082.0
75571,830991.0
75572,97258.0
75573,800240.0
75574,827699.0
75575,775663.0
75576,822661.0
75577,768251.0
75578,1333274.0
75579,832404.0
75580,815093.0
75581,789851.0
75582,766347.0
75583,816348.0
75584,770131.0
75585,814457.0
75586,
75587,840890.0
75591,832101.0
75593,847841.0
75596,751085.0
75597,849979.0
75599,1384820.0
75601,
75602,850309.0
75603,772406.0
75604,832412.0
75605,712534.0
75606,850476.0
75607,849399.0
75608,850436.0
75609,850414.0
75611,849493.0
75612,849493.0
75613,318779.0
75614,795090.0
75615,820756.0
75618,849696.0
75616,718903.0
75617,734541.0
75619,717201.0
75621,850316.0
75624,
75625,846909.0
75626,740876.0
75627,847595.0
75628,315981.0
75634,847434.0
75635,848462.0
75636,217338.0
75638,
75643,851292.0
75644,720790.0
75645,729330.0
75646,850693.0
75647,1035972.0
75649,850429.0
75651,850922.0
75653,
75654,851205.0
75655,798186.0
75657,852004.0
75658,849803.0
75659,30908.0
75660,860521.0
75661,
75662,
75664,820474.0
75665,
75666,827958.0
75667,836614.0
75670,836044.0
75671,831202.0
75672,839470.0
75673,1046520.0
75674,832985.0
75675,800055.0
75676,793171.0
75677,
75678,813719.0
75679,838872.0
75680,838442.0
75681,
75682,818786.0
75683,922265.0
75684,840824.0
75685,
75686,
75687,351225.0
75688,837298.0
75689,842681.0
75690,810674.0
75691,
75692,32160.0
75693,
75694,842023.0
75695,
75696,805326.0
75697,
75698,842728.0
75699,842638.0
75700,771470.0
75701,842919.0
75702,54750.0
75703,
75704,844787.0
75705,721233.0
75706,842695.0
75707,843961.0
75708,2825.0
75709,831978.0
75710,844843.0
75711,
75712,779676.0
75714,840715.0
75716,
75717,
75718,814085.0
75721,845779.0
75722,845752.0
75724,317818.0
75725,826771.0
75726,703645.0
75727,314307.0
75728,928451.0
75729,852426.0
75730,846876.0
75731,844780.0
75732,318671.0
75733,793044.0
75734,845289.0
75735,787426.0
75736,842888.0
75737,832493.0
75738,797079.0
75739,846469.0
75740,823130.0
75741,845605.0
75742,
75743,842916.0
75744,842697.0
75745,846923.0
75746,778702.0
75747,811014.0
75748,846614.0
75749,
75750,841243.0
75751,843086.0
75752,827245.0
75753,
75754,843006.0
75755,844789.0
75756,848092.0
75757,
75758,743051.0
75759,721602.0
75760,846771.0
75761,845753.0
75762,849343.0
75763,810328.0
75764,846718.0
75766,846979.0
75767,315261.0
75768,701709.0
75769,850315.0
75770,
75771,828509.0
75772,837993.0
75773,850606.0
75774,
75775,97598.0
75776,
75777,849805.0
75778,1568639.0
75779,766588.0
75780,849642.0
75781,844887.0
75782,
75783,
75784,845032.0
75785,835908.0
75786,850091.0
75787,861460.0
75788,706066.0
75789,1026214.0
75790,852551.0
75791,312827.0
75792,851945.0
75793,823556.0
75794,852485.0
75795,852220.0
75796,850341.0
75797,846677.0
75798,827651.0
75800,853706.0
75801,851478.0
75804,110777.0
75808,854094.0
75812,97632.0
75815,820757.0
75816,
75817,850882.0
75818,852637.0
75820,830154.0
75821,
75822,854099.0
75823,846538.0
75824,
75825,821189.0
75828,712515.0
75831,854775.0
75832,854807.0
75833,854873.0
75834,855109.0
75835,855272.0
75836,850426.0
75839,
75847,97654.0
75848,934924.0
75849,847562.0
75850,855587.0
75851,851207.0
75852,
75853,855612.0
75854,855658.0
75855,885015.0
75856,854071.0
75857,835541.0
75858,804269.0
75859,856072.0
75860,855654.0
75861,856386.0
75862,856979.0
75863,
75865,840491.0
75866,851737.0
75868,36047.0
75869,857101.0
75870,853461.0
75871,313277.0
75872,854550.0
75873,854916.0
75875,847935.0
75876,
75877,27566.0
75878,819694.0
75879,
75880,797320.0
75881,856465.0
75888,856716.0
75889,856592.0
75890,97726.0
75891,856529.0
75894,857102.0
75896,
75897,26820.0
75898,
75899,856200.0
75900,852807.0
75901,851105.0
75902,853273.0
75903,838184.0
75904,772372.0
75905,821002.0
75906,854560.0
75907,857009.0
75908,857067.0
75909,857400.0
75910,857327.0
75911,1003084.0
75912,857005.0
75913,856711.0
75914,852772.0
75915,853935.0
75918,854462.0
75919,319239.0
75920,757790.0
75922,855911.0
75923,
75924,
75925,854662.0
75926,
75927,318289.0
75928,747205.0
75929,853022.0
75930,858452.0
75931,857503.0
75932,
75933,854992.0
75935,
75943,351902.0
75945,855433.0
75946,
75950,849210.0
75951,732240.0
75953,783266.0
75954,850670.0
75955,849145.0
75956,824428.0
75957,807144.0
75959,
75961,813342.0
75962,849636.0
75964,842399.0
75965,777527.0
75966,850338.0
75967,831002.0
75968,97052.0
75969,
75970,97780.0
75971,824840.0
75972,848102.0
75974,840458.0
75975,797659.0
75976,711377.0
75977,824768.0
75978,276073.0
75979,
75980,851631.0
75981,838179.0
75983,828220.0
75984,849682.0
75985,819913.0
75986,721356.0
75988,842808.0
75989,809716.0
75990,827053.0
75991,833498.0
75992,
75993,854460.0
75994,
75995,813359.0
75996,
75998,721773.0
75999,353217.0
76000,849043.0
76001,
76002,853892.0
76003,800454.0
76004,852769.0
76005,851476.0
76006,
76007,837491.0
76008,827156.0
76009,789949.0
76010,812156.0
76011,704862.0
76012,852574.0
76013,854860.0
76014,97813.0
76015,825521.0
76016,853532.0
76017,845414.0
76018,847420.0
76019,841128.0
76020,836429.0
76021,855610.0
76022,740693.0
76023,849706.0
76024,840815.0
76025,855575.0
76026,841709.0
76027,854858.0
76028,
76029,
76030,853697.0
76031,
76032,
76033,
76034,835494.0
76035,848013.0
76036,839436.0
76037,840264.0
76038,834365.0
76039,
76040,851785.0
76041,842807.0
76042,825830.0
76043,850921.0
76044,
76045,768177.0
76047,811868.0
76048,854666.0
76049,
76050,
76052,914122.0
76053,772831.0
76054,846537.0
76055,357105.0
76056,857139.0
76057,104771.0
76058,828594.0
76059,
76060,723458.0
76061,859463.0
76062,857404.0
76063,833847.0
76064,831320.0
76065,
76066,857475.0
76067,831460.0
76068,852124.0
76069,
76070,851588.0
76071,810361.0
76072,856288.0
76073,79403.0
76074,906357.0
76075,858660.0
76076,858877.0
76077,855611.0
76078,718077.0
76079,856164.0
76080,718576.0
76081,730263.0
76082,858470.0
76085,858558.0
76090,858339.0
76091,203248.0
76092,854154.0
76093,854153.0
76094,276477.0
76095,859737.0
76096,775163.0
76097,
76100,350907.0
76098,724621.0
76099,859139.0
76101,860097.0
76102,1024124.0
76104,859303.0
76105,857450.0
76106,858710.0
76108,853436.0
76109,
76110,1007228.0
76111,758830.0
76116,
76122,86772.0
76123,745308.0
76126,
76127,844965.0
76128,751978.0
76129,738076.0
76131,78666.0
76132,861049.0
76133,842815.0
76134,861290.0
76135,861459.0
76136,860748.0
76137,
76138,861361.0
76139,820736.0
76140,889473.0
76141,744550.0
76142,820580.0
76146,740126.0
76148,1068717.0
76149,86144.0
76150,861184.0
76151,
76153,
76154,
76155,109461.0
76156,
76157,860602.0
76158,860713.0
76161,98130.0
76162,834263.0
76165,779390.0
76166,817785.0
76167,859274.0
76168,861992.0
76169,833619.0
76170,861888.0
76171,860730.0
76172,858862.0
76173,798671.0
76174,
76177,805037.0
76175,860983.0
76176,831463.0
76179,857325.0
76180,
76185,860731.0
76186,862316.0
76188,705453.0
76190,861439.0
76192,859241.0
76193,862486.0
76194,807873.0
76195,862480.0
76197,803112.0
76198,860600.0
76199,853266.0
76200,863210.0
76201,743988.0
76202,872835.0
76203,
76204,
76205,859083.0
76206,863371.0
76207,719866.0
76208,863896.0
76209,701374.0
76210,861499.0
76211,
76212,837635.0
76213,863527.0
76214,863557.0
76215,857737.0
76216,847908.0
76217,863456.0
76218,1072341.0
76219,862510.0
76222,863893.0
76223,864233.0
76224,863436.0
76225,
76226,813828.0
76227,864704.0
76228,1075066.0
76229,911875.0
76230,864749.0
76231,756365.0
76232,908797.0
76233,
76234,67472.0
76235,852187.0
76236,857470.0
76237,
76238,861819.0
76240,864328.0
76241,75662.0
76245,862078.0
76247,863445.0
76248,859493.0
76250,716879.0
76251,835405.0
76253,864903.0
76254,862255.0
76256,865203.0
76257,864906.0
76258,865431.0
76259,848551.0
76260,98305.0
76261,851520.0
76262,865766.0
76263,859119.0
76264,861291.0
76265,865846.0
76266,805676.0
76267,756497.0
76268,314436.0
76269,863516.0
76270,719242.0
76271,861289.0
76272,809428.0
76274,25475.0
76276,711307.0
76277,862913.0
76278,866722.0
76279,866273.0
76280,862420.0
76281,805574.0
76282,350698.0
76284,
76285,857167.0
76286,864760.0
76289,842289.0
76290,854152.0
76291,849401.0
76292,
76293,716193.0
76294,701803.0
76295,856984.0
76296,762404.0
76297,860427.0
76298,
76299,
76300,718111.0
76301,844849.0
76302,814339.0
76303,841073.0
76304,278314.0
76305,
76306,809875.0
76307,863112.0
76308,276400.0
76309,856143.0
76310,793306.0
76311,861041.0
76312,700570.0
76313,
76314,789881.0
76315,852448.0
76316,738274.0
76317,857953.0
76318,926295.0
76319,825391.0
76320,
76321,98383.0
76322,820774.0
76323,806439.0
76324,
76325,
76326,818725.0
76327,797422.0
76328,824575.0
76329,856130.0
76330,864509.0
76331,717059.0
76332,863061.0
76333,863061.0
76335,843462.0
76336,856250.0
76337,831752.0
76338,
76339,818970.0
76340,98410.0
76341,857949.0
76342,857171.0
76343,828956.0
76344,854556.0
76345,773399.0
76346,842310.0
76347,
76348,216607.0
76349,866088.0
76350,
76351,844788.0
76353,851199.0
76354,863483.0
76355,851249.0
76356,890151.0
76357,810270.0
76358,799237.0
76359,760326.0
76360,825324.0
76361,822046.0
76362,773723.0
76363,854661.0
76364,
76365,847929.0
76366,863437.0
76367,824068.0
76368,779954.0
76369,791164.0
76370,857667.0
76371,857728.0
76372,718130.0
76373,859307.0
76374,854222.0
76375,797894.0
76376,900166.0
76377,
76378,
76379,828879.0
76380,860106.0
76381,
76382,
76383,858803.0
76384,863658.0
76385,
76386,857887.0
76387,859364.0
76388,
76389,747539.0
76390,722617.0
76391,859368.0
76392,856982.0
76393,783738.0
76394,841112.0
76395,861896.0
76396,855110.0
76397,859621.0
76399,98519.0
76400,797313.0
76401,
76402,794487.0
76403,722051.0
76404,848296.0
76405,839950.0
76406,840404.0
76407,818467.0
76408,864902.0
76409,756972.0
76410,855352.0
76411,
76412,754921.0
76413,763733.0
76414,
76415,
76416,847469.0
76417,827085.0
76418,
76419,852766.0
76420,859917.0
76421,864890.0
76422,700914.0
76423,802142.0
76424,352511.0
76425,830104.0
76426,
76427,763414.0
76429,863187.0
76430,866752.0
76431,864010.0
76432,802524.0
76433,847777.0
76434,861393.0
76435,860519.0
76436,98562.0
76437,833020.0
76438,
76439,
76440,814893.0
76441,832407.0
76442,796117.0
76443,745614.0
76444,
76445,856223.0
76446,
76447,865457.0
76448,32272.0
76449,
76450,813134.0
76452,
76453,858764.0
76454,832480.0
76455,862323.0
76456,854937.0
76457,864009.0
76458,817820.0
76459,727164.0
76460,845572.0
76461,863894.0
76462,701974.0
76463,837028.0
76465,1473061.0
76472,1444914.0
76475,866730.0
76477,866121.0
76478,866706.0
76479,73028.0
76482,83394.0
76483,215420.0
76484,27117.0
76485,
76486,831970.0
76487,314759.0
76488,215244.0
76489,60849.0
76490,
76491,
76492,1009526.0
76495,318299.0
76497,861461.0
76498,864968.0
76499,867516.0
76503,867170.0
76504,861842.0
76505,869486.0
76506,867905.0
76507,845434.0
76508,98633.0
76510,866283.0
76511,758328.0
76514,841076.0
76515,225648.0
76516,732351.0
76517,
76518,845401.0
76519,863022.0
76520,729365.0
76522,780376.0
76523,859734.0
76524,98712.0
76525,865629.0
76526,736035.0
76527,736035.0
76529,1163370.0
76530,830821.0
76531,868268.0
76532,1528393.0
76560,870822.0
76533,
76534,
76535,1040449.0
76536,813901.0
76537,
76538,841712.0
76539,864926.0
76541,866712.0
76542,819255.0
76543,868755.0
76544,819689.0
76545,865286.0
76546,867443.0
76547,865830.0
76548,868373.0
76549,869426.0
76550,34236.0
76551,870501.0
76552,809066.0
76553,869487.0
76554,837854.0
76555,866817.0
76556,858387.0
76557,870517.0
76563,1043273.0
76564,871395.0
76565,792985.0
76566,319450.0
76567,741330.0
76568,868611.0
76573,89439.0
76574,351617.0
76575,
76576,909171.0
76577,817516.0
76578,1108109.0
76579,772377.0
76580,
76581,868568.0
76582,868780.0
76583,98788.0
76584,872448.0
76585,866255.0
76586,830122.0
76587,
76588,867188.0
76589,872457.0
76590,
76591,353569.0
76593,866282.0
76596,872463.0
76597,847903.0
76598,869087.0
76604,98826.0
76605,866787.0
76607,857954.0
76608,77709.0
76609,872855.0
76610,39503.0
76611,8126.0
76613,866609.0
76614,872589.0
76615,872653.0
76617,872865.0
76618,764271.0
76619,1054833.0
76620,825703.0
76621,866048.0
76622,867963.0
76623,867490.0
76624,767920.0
76625,873364.0
76626,785814.0
76627,873594.0
76628,873087.0
76629,22366.0
76630,873393.0
76632,868575.0
76633,872548.0
76634,868576.0
76635,873482.0
76637,846902.0
76638,874016.0
76639,721683.0
76640,873728.0
76644,1163302.0
76646,914371.0
76647,715806.0
76651,875404.0
76652,873565.0
76653,882289.0
76654,873567.0
76656,873591.0
76657,874188.0
76658,873573.0
76659,862003.0
76660,873730.0
76661,874015.0
76662,873731.0
76663,741266.0
76664,874213.0
76665,932277.0
76666,874097.0
76667,817637.0
76669,874258.0
76670,62737.0
76671,874214.0
76672,790526.0
76673,1319947.0
76676,1026738.0
76678,874268.0
76679,765410.0
76680,871424.0
76683,874316.0
76684,750577.0
76685,748132.0
76686,874396.0
76687,874385.0
76688,874507.0
76689,844161.0
76690,
76691,874389.0
76692,874384.0
76693,874294.0
76694,872802.0
76695,724606.0
76696,874441.0
76697,916085.0
76698,707668.0
76699,874443.0
76700,874248.0
76701,874388.0
76702,874691.0
76703,874265.0
76704,874689.0
76705,
76706,874255.0
76707,
76708,730464.0
76709,874716.0
76710,874734.0
76711,716643.0
76712,874761.0
76713,874759.0
76714,812191.0
76715,874979.0
76716,874865.0
76717,874786.0
76718,874971.0
76719,98994.0
76720,1238631.0
76721,874866.0
76722,874977.0
76723,874868.0
76725,825797.0
76727,
76728,873397.0
76729,885727.0
76730,868453.0
76731,874790.0
76732,49754.0
76733,949504.0
76734,875173.0
76735,99008.0
76737,874737.0
76738,874690.0
76739,875523.0
76740,875315.0
76741,875620.0
76742,875491.0
76743,716438.0
76744,875320.0
76745,829499.0
76746,875459.0
76747,875194.0
76748,875356.0
76749,875742.0
76750,876427.0
76751,49803.0
76752,876167.0
76753,875046.0
76754,876516.0
76755,779282.0
76756,790555.0
76757,874501.0
76758,811596.0
76759,874808.0
76762,880555.0
76764,875751.0
76766,876317.0
76768,875316.0
76769,28866.0
76770,
76772,64507.0
76773,818594.0
76774,875354.0
76775,872866.0
76776,747952.0
76777,725777.0
76778,
76779,865084.0
76780,85462.0
76781,875525.0
76782,876428.0
76783,748529.0
76784,876718.0
76785,876645.0
76786,
76787,1548621.0
76788,704415.0
76789,857593.0
76790,876429.0
76791,875738.0
76792,768262.0
76793,750901.0
76794,99089.0
76795,877212.0
76796,1574815.0
76797,877273.0
76798,876523.0
76799,
76801,873571.0
76802,873458.0
76804,876437.0
76806,
76807,99102.0
76808,26757.0
76815,717241.0
76823,99114.0
76828,1012697.0
76829,876297.0
76830,840007.0
76831,
76836,816245.0
76835,876688.0
76837,313143.0
76838,1127703.0
76839,69891.0
76840,876948.0
76841,875045.0
76842,877931.0
76843,850483.0
76844,877928.0
76845,877357.0
76846,877645.0
76847,878079.0
76848,
76849,873457.0
76850,
76857,864966.0
76851,854728.0
76852,877356.0
76854,716302.0
76855,869276.0
76856,840489.0
76858,844143.0
76859,868796.0
76860,861875.0
76861,312950.0
76862,824103.0
76864,31063.0
76865,853074.0
76866,
76867,852015.0
76868,824142.0
76869,874292.0
76871,802916.0
76873,784961.0
76874,99240.0
76875,868207.0
76876,1969.0
76877,760992.0
76878,716399.0
76879,869986.0
76880,840319.0
76881,841054.0
76882,870394.0
76883,831532.0
76884,874688.0
76886,875196.0
76887,848865.0
76888,867665.0
76890,858752.0
76891,869420.0
76892,875357.0
76893,866751.0
76895,872440.0
76896,865059.0
76898,839871.0
76899,870762.0
76900,872867.0
76901,727634.0
76902,875580.0
76903,99275.0
76904,923529.0
76905,874445.0
76906,855663.0
76907,862885.0
76908,876378.0
76909,850808.0
76910,870755.0
76911,99285.0
76912,870758.0
76913,870920.0
76916,873601.0
76915,873209.0
76917,820902.0
76919,748055.0
76920,853832.0
76923,814924.0
76924,1058608.0
76925,313372.0
76926,876896.0
76927,874238.0
76928,714256.0
76930,99286.0
76931,866734.0
76933,869267.0
76934,875355.0
76935,868756.0
76936,867964.0
76937,806384.0
76938,864921.0
76940,814186.0
76941,
76942,868667.0
76943,833140.0
76944,859049.0
76945,874733.0
76946,99302.0
76947,203200.0
76949,
76950,844856.0
76951,1063564.0
76952,813118.0
76953,872473.0
76954,356774.0
76955,
76957,866917.0
76959,873082.0
76960,744485.0
76962,99313.0
76963,748592.0
76964,873371.0
76966,350557.0
76967,871826.0
76968,876235.0
76969,846732.0
76970,771485.0
76971,852615.0
76972,848135.0
76973,801557.0
76974,867238.0
76977,1071645.0
76978,868725.0
76979,868797.0
76980,868368.0
76981,872610.0
76982,718607.0
76983,875617.0
76984,872201.0
76986,876459.0
76987,855578.0
76988,874038.0
76989,99316.0
76990,704328.0
76991,864421.0
76992,830985.0
76993,819981.0
76994,873105.0
76995,868075.0
76996,
76997,
76998,849354.0
76999,865570.0
77001,766887.0
77002,853017.0
77003,
77004,868267.0
77005,846878.0
77006,206030.0
77007,870826.0
77009,
77010,873603.0
77011,822708.0
77014,
77015,92344.0
77016,97483.0
77017,746630.0
77018,877355.0
77019,874735.0
77020,877929.0
77021,879235.0
77022,878944.0
77023,878611.0
77024,873459.0
77025,877908.0
77026,879123.0
77027,879102.0
77028,878321.0
77029,878551.0
77030,878594.0
77031,
77032,878556.0
77033,
77034,878838.0
77035,878197.0
77036,831777.0
77037,878927.0
77038,878324.0
77039,819480.0
77040,878720.0
77041,700613.0
77042,878280.0
77043,878520.0
77044,863745.0
77045,878522.0
77046,822553.0
77047,876968.0
77048,877412.0
77049,933353.0
77052,878897.0
77053,106926.0
77055,783319.0
77056,817366.0
77058,91419.0
77060,
77061,879306.0
77062,1040829.0
77063,878736.0
77064,878865.0
77068,
77074,1095996.0
77075,855106.0
77076,99419.0
77077,878314.0
77080,801351.0
77081,842662.0
77082,879796.0
77083,809243.0
77085,817135.0
77086,878903.0
77087,877476.0
77088,849101.0
77089,807807.0
77090,879585.0
77091,880229.0
77092,878552.0
77094,812490.0
77095,879554.0
77096,879360.0
77097,822206.0
77098,879181.0
77099,878725.0
77100,879028.0
77101,819521.0
77102,879501.0
77103,765258.0
77104,879772.0
77105,
77106,880026.0
77107,1159041.0
77108,62675.0
77109,879044.0
77110,769908.0
77111,751078.0
77112,861438.0
77113,880036.0
77114,108385.0
77117,879526.0
77118,820313.0
77119,44358.0
77120,850141.0
77121,99535.0
77122,812944.0
77123,880267.0
77140,70328.0
77142,813040.0
77144,875043.0
77148,
77150,880430.0
77151,826490.0
77156,
77157,812074.0
